,location,total_sqft,bath,price,bhk
4220,Kanakpura Road,1100.0,3.0,56.57,3
4223,Kanakpura Road,1843.0,3.0,96.2,3
4227,Kanakpura Road,1240.0,2.0,65.0,2
4232,Kanakpura Road,700.0,2.0,41.0,2
4236,Kanakpura Road,700.0,1.0,41.0,2
4239,Kanakpura Road,1100.0,3.0,58.0,3
4240,Kanakpura Road,1140.0,2.0,65.0,2
4242,Kanakpura Road,700.0,2.0,40.0,2
4245,Kanakpura Road,525.0,1.0,26.01,1
4249,Kanakpura Road,1322.0,2.0,70.0,2
4250,Kanakpura Road,1698.0,2.0,105.0,2
4251,Kanakpura Road,1300.0,3.0,69.0,3
4252,Kanakpura Road,1300.0,3.0,69.0,3
4254,Kanakpura Road,1167.0,2.0,63.0,2
4258,Kanakpura Road,1300.0,3.0,69.0,3
4264,Kanakpura Road,1430.0,2.0,78.0,2
4268,Kanakpura Road,525.0,2.0,27.0,1
4270,Kanakpura Road,1100.0,3.0,58.0,3
4275,Kanakpura Road,1300.0,2.0,69.0,3
4276,Kanakpura Road,2000.0,3.0,105.0,3
4277,Kanakpura Road,1200.0,2.0,62.0,2
4279,Kanakpura Road,1843.0,3.0,95.0,3
4283,Kanakpura Road,850.0,1.0,37.32,1
4286,Kanakpura Road,525.0,1.0,30.0,1
4287,Kanakpura Road,1938.0,3.0,105.0,3
4288,Kanakpura Road,1843.0,3.0,96.2,3
4289,Kanakpura Road,525.0,1.0,26.0,1
4294,Kanakpura Road,1622.0,3.0,95.0,3
4299,Kannamangala,957.0,2.0,58.0,2
4300,Kannamangala,957.0,2.0,56.0,2
4301,Kannamangala,3000.0,4.0,200.0,4
4302,Kannamangala,1536.0,3.0,89.0,3
4303,Kannamangala,2400.0,4.0,130.0,4
4304,Kannamangala,1574.0,3.0,93.34,3
4305,Kannamangala,957.0,2.0,52.5,2
4306,Kannamangala,1536.0,3.0,104.0,3
4307,Kannamangala,957.0,2.0,54.5,2
4308,Kannamangala,2422.0,4.0,135.0,4
4309,Kannamangala,957.0,2.0,55.0,2
4310,Kannamangala,957.0,2.0,56.0,2
4311,Karuna Nagar,2500.0,3.0,180.0,3
4312,Karuna Nagar,2500.0,3.0,190.0,3
4313,Karuna Nagar,1962.0,3.0,175.0,3
4314,Karuna Nagar,1057.0,2.0,65.0,2
4315,Karuna Nagar,1354.0,2.0,98.0,3
4316,Karuna Nagar,1945.0,3.0,115.0,3
4317,Karuna Nagar,1960.0,3.0,165.0,3
4318,Kasavanhalli,1060.0,2.0,58.06,2
4319,Kasavanhalli,1563.05,3.0,105.0,3
4320,Kasavanhalli,1717.0,3.0,99.0,3
4322,Kasavanhalli,3260.0,4.0,240.0,4
4323,Kasavanhalli,1349.0,2.0,78.0,2
4324,Kasavanhalli,1121.0,2.0,78.0,2
4325,Kasavanhalli,1100.0,2.0,50.0,2
4327,Kasavanhalli,1200.0,2.0,78.0,2
4330,Kasavanhalli,1476.0,3.0,89.0,3
4332,Kasavanhalli,1200.0,2.0,50.0,2
4333,Kasavanhalli,1719.0,3.0,116.0,3
4334,Kasavanhalli,1115.0,2.0,50.0,2
4335,Kasavanhalli,1125.0,2.0,61.2,2
4336,Kasavanhalli,2170.0,3.0,151.0,3
4339,Kasavanhalli,1476.0,3.0,95.0,3
4340,Kasavanhalli,1200.0,2.0,50.3,2
4342,Kasavanhalli,1787.0,3.0,123.0,3
4343,Kasavanhalli,1090.0,2.0,59.8,2
4344,Kasavanhalli,1691.0,3.0,104.0,3
4345,Kasavanhalli,4260.0,4.0,272.0,4
4346,Kasavanhalli,2111.0,4.0,120.0,3
4348,Kasavanhalli,950.0,2.0,39.0,2
4353,Kasavanhalli,770.0,1.0,43.82,1
4354,Kasavanhalli,1147.0,2.0,60.0,2
4355,Kasavanhalli,1375.0,2.0,72.0,2
4357,Kasavanhalli,1200.0,2.0,60.0,2
4358,Kasavanhalli,4260.0,4.0,333.0,4
4359,Kasavanhalli,1495.0,2.0,83.0,2
4360,Kasavanhalli,5000.0,2.0,400.0,2
4361,Kasavanhalli,4000.0,4.0,325.0,4
4363,Kasavanhalli,1917.0,3.0,132.0,3
4364,Kasavanhalli,1375.0,2.0,78.0,2
4365,Kasavanhalli,4408.0,4.0,344.0,4
4366,Kasavanhalli,1309.0,2.0,95.0,2
4367,Kasavanhalli,1476.0,3.0,105.0,3
4368,Kasavanhalli,1158.0,2.0,67.0,2
4369,Kasavanhalli,1214.0,2.0,67.0,2
4370,Kasavanhalli,2110.0,4.0,120.0,3
4371,Kasavanhalli,1495.0,2.0,110.0,2
4372,Kasavanhalli,1575.0,2.0,85.0,2
4373,Kasavanhalli,1069.0,2.0,55.0,2
4374,Kasavanhalli,1100.0,2.0,68.0,2
4375,Kasavanhalli,1715.0,3.0,112.0,3
4376,Kasavanhalli,1100.0,2.0,65.0,2
4377,Kasavanhalli,1230.0,2.0,66.25,2
4378,Kasavanhalli,1819.0,3.0,150.0,3
4381,Kasavanhalli,1585.0,2.0,90.0,2
4382,Kasavanhalli,1245.0,2.0,80.0,2
4383,Kasavanhalli,2035.0,3.0,142.0,3
4384,Kasavanhalli,1747.0,3.0,110.0,3
4385,Kasavanhalli,1377.0,2.0,80.0,2
4386,Kasavanhalli,1181.0,2.0,61.0,2
4387,Kasavanhalli,1121.0,2.0,75.0,2
4388,Kasturi Nagar,1925.0,3.0,125.0,3
4389,Kasturi Nagar,1567.0,2.0,92.0,2
4392,Kasturi Nagar,1080.0,2.0,80.0,2
4393,Kasturi Nagar,1101.0,2.0,65.0,2
4395,Kasturi Nagar,1896.0,3.0,125.0,4
4396,Kasturi Nagar,1100.0,2.0,58.0,2
4397,Kasturi Nagar,1570.0,3.0,110.0,3
4398,Kasturi Nagar,1000.0,2.0,58.0,2
4399,Kasturi Nagar,1101.0,2.0,66.0,2
4400,Kasturi Nagar,2507.0,4.0,155.0,4
4401,Kathriguppe,1400.0,2.0,77.0,3
4402,Kathriguppe,1250.0,2.0,68.75,3
4403,Kathriguppe,1245.0,2.0,68.48,3
4404,Kathriguppe,1350.0,2.0,87.01,3
4405,Kathriguppe,1350.0,2.0,80.99,3
4406,Kathriguppe,1365.0,2.0,75.08,3
4407,Kathriguppe,1300.0,3.0,77.99,3
4408,Kathriguppe,1350.0,2.0,80.99,3
4409,Kathriguppe,1390.0,2.0,76.45,3
4410,Kathriguppe,1350.0,3.0,78.3,3
4411,Kathriguppe,1250.0,2.0,68.75,3
4412,Kathriguppe,1300.0,3.0,77.99,3
4413,Kathriguppe,1335.0,2.0,73.43,3
4414,Kathriguppe,1300.0,3.0,77.99,3
4415,Kathriguppe,1300.0,3.0,77.99,3
4416,Kathriguppe,1335.0,2.0,73.43,3
4417,Kathriguppe,1350.0,3.0,80.99,3
4418,Kathriguppe,1250.0,2.0,68.75,2
4419,Kathriguppe,1350.0,3.0,80.99,3
4420,Kaval Byrasandra,1200.0,2.0,52.0,2
4421,Kaval Byrasandra,1020.0,2.0,52.0,2
4422,Kaval Byrasandra,1200.0,2.0,49.5,2
4423,Kaval Byrasandra,945.0,2.0,50.0,2
4424,Kaval Byrasandra,1060.0,2.0,45.0,2
4425,Kaval Byrasandra,1100.0,2.0,46.0,2
4426,Kaval Byrasandra,1185.0,2.0,49.0,2
4427,Kaval Byrasandra,997.0,2.0,53.0,2
4428,Kaval Byrasandra,1060.0,2.0,42.0,2
4429,Kaval Byrasandra,480.0,1.0,25.0,1
4430,Kaval Byrasandra,1125.0,2.0,41.5,2
4431,Kaval Byrasandra,1180.0,2.0,60.0,2
4432,Kaval Byrasandra,1450.0,3.0,75.0,3
4433,Kaval Byrasandra,1066.0,2.0,55.0,2
4434,Kaval Byrasandra,1025.0,2.0,60.0,2
4435,Kaval Byrasandra,1400.0,3.0,75.0,3
4436,Kenchenahalli,1015.0,2.0,58.0,2
4437,Kenchenahalli,715.0,1.0,45.0,1
4438,Kenchenahalli,1150.0,2.0,58.0,2
4439,Kenchenahalli,1280.0,2.0,69.0,3
4441,Kenchenahalli,870.0,1.0,45.0,2
4442,Kenchenahalli,1150.0,2.0,60.0,2
4443,Kenchenahalli,700.0,1.0,35.0,1
4444,Kenchenahalli,1060.0,2.0,52.0,2
4445,Kenchenahalli,1150.0,2.0,57.0,2
4446,Kenchenahalli,1720.0,3.0,100.0,3
4447,Kenchenahalli,1015.0,2.0,60.0,2
4449,Kengeri,750.0,2.0,38.0,2
4451,Kengeri,1197.0,2.0,50.0,2
4452,Kengeri,1200.0,2.0,58.0,2
4454,Kengeri,726.0,2.0,31.0,2
4456,Kengeri,1025.0,2.0,57.0,2
4458,Kengeri,1082.0,2.0,49.0,3
4461,Kengeri,750.0,2.0,36.0,2
4462,Kengeri,963.0,2.0,40.0,2
4464,Kengeri,726.0,2.0,35.0,2
4465,Kengeri,416.0,1.0,19.5,1
4466,Kengeri,900.0,2.0,45.0,2
4469,Kengeri,502.0,1.0,25.0,1
4471,Kengeri,1200.0,3.0,67.0,3
4472,Kengeri,725.0,2.0,30.0,2
4473,Kengeri,500.0,1.0,17.0,1
4474,Kengeri,540.0,1.0,22.5,1
4475,Kengeri,750.0,2.0,35.5,2
4476,Kengeri,1741.0,3.0,80.0,3
4478,Kengeri,1200.0,2.0,58.0,2
4481,Kengeri,750.0,2.0,36.5,2
4483,Kengeri,416.0,1.0,18.0,1
4485,Kengeri,883.0,2.0,49.0,2
4486,Kengeri,1052.0,2.0,51.0,2
4487,Kengeri,1220.0,2.0,63.0,2
4488,Kengeri,1150.0,1.0,52.0,1
4489,Kengeri,1192.0,2.0,53.5,2
4491,Kengeri,750.0,2.0,40.0,2
4492,Kengeri,1035.0,2.0,51.5,2
4493,Kengeri,3000.0,5.0,130.0,8
4494,Kengeri,410.0,1.0,15.0,1
4495,Kengeri,416.0,1.0,17.19,1
4498,Kengeri,2500.0,4.0,100.0,5
4499,Kengeri,550.0,1.0,16.75,1
4500,Kengeri Satellite Town,890.0,2.0,35.0,2
4501,Kengeri Satellite Town,883.0,2.0,45.0,2
4502,Kengeri Satellite Town,1415.0,2.0,66.0,3
4503,Kengeri Satellite Town,930.0,1.0,30.0,1
4504,Kengeri Satellite Town,1635.0,2.0,78.0,3
4505,Kengeri Satellite Town,1050.0,2.0,43.0,2
4506,Kengeri Satellite Town,1007.0,2.0,42.0,2
4507,Kengeri Satellite Town,635.0,1.0,22.0,2
4508,Kengeri Satellite Town,818.0,2.0,26.0,2
4509,Kengeri Satellite Town,1030.0,2.0,50.0,2
4510,Kengeri Satellite Town,1200.0,2.0,65.0,2
4511,Kengeri Satellite Town,795.0,2.0,32.0,2
4512,Kengeri Satellite Town,800.0,2.0,40.0,2
4513,Kengeri Satellite Town,654.0,1.0,22.0,1
4514,Kengeri Satellite Town,1060.0,2.0,42.0,2
4515,Kengeri Satellite Town,750.0,2.0,33.0,2
4516,Kengeri Satellite Town,920.0,2.0,39.0,2
4517,Kengeri Satellite Town,985.0,2.0,42.0,2
4518,Kengeri Satellite Town,410.0,1.0,15.0,1
4519,Kengeri Satellite Town,1120.0,2.0,49.0,2
4521,Kengeri Satellite Town,1110.0,2.0,43.0,2
4522,Kengeri Satellite Town,1170.0,2.0,50.0,2
4523,Kengeri Satellite Town,777.4,2.0,25.0,2
4524,Kengeri Satellite Town,1025.0,2.0,28.57,2
4526,Kengeri Satellite Town,800.0,2.0,32.0,2
4527,Kereguddadahalli,950.0,2.0,32.0,2
4528,Kereguddadahalli,1400.0,2.0,48.0,3
4529,Kereguddadahalli,800.0,2.0,28.0,2
4530,Kereguddadahalli,904.0,2.0,30.0,2
4532,Kereguddadahalli,1000.0,2.0,30.0,2
4533,Kereguddadahalli,1240.0,3.0,41.0,3
4534,Kereguddadahalli,600.0,1.0,19.5,1
4535,Kereguddadahalli,1080.0,2.0,32.0,2
4536,Kereguddadahalli,1000.0,2.0,34.0,2
4539,Kereguddadahalli,1015.0,2.0,35.0,2
4540,Kodichikkanahalli,1190.0,2.0,57.0,3
4541,Kodichikkanahalli,995.0,2.0,41.0,2
4542,Kodichikkanahalli,2700.0,7.0,125.0,5
4543,Kodichikkanahalli,1495.0,2.0,75.0,3
4544,Kodichikkanahalli,1125.0,2.0,52.0,2
4545,Kodichikkanahalli,1150.0,2.0,48.0,2
4546,Kodichikkanahalli,1070.0,2.0,43.0,2
4547,Kodichikkanahalli,1620.0,2.0,85.0,3
4549,Kodichikkanahalli,1026.0,2.0,45.0,2
4550,Kodichikkanahalli,2500.0,7.0,125.0,5
4551,Kodichikkanahalli,450.0,1.0,18.0,1
4552,Kodichikkanahalli,907.0,2.0,38.5,2
4553,Kodichikkanahalli,1181.0,2.0,57.0,2
4554,Kodichikkanahalli,900.0,2.0,42.0,2
4556,Kodichikkanahalli,1400.0,3.0,66.0,3
4557,Kodichikkanahalli,976.0,2.0,50.0,2
4558,Kodichikkanahalli,2700.0,4.0,125.0,5
4559,Kodichikkanahalli,1299.0,2.0,58.0,2
4560,Kodigehaali,1166.0,2.0,55.0,2
4561,Kodigehaali,1320.0,3.0,65.0,3
4562,Kodigehaali,1117.0,2.0,56.0,2
4563,Kodigehaali,1200.0,2.0,55.0,2
4564,Kodigehaali,1200.0,2.0,60.0,2
4565,Kodigehaali,2120.0,3.0,177.0,3
4566,Kodigehaali,1013.0,2.0,51.0,2
4567,Kodigehaali,1324.0,3.0,65.0,3
4568,Kodigehaali,965.0,2.0,38.0,2
4569,Kodigehaali,866.0,2.0,32.0,2
4570,Kodigehaali,1442.0,3.0,80.0,3
4571,Kodigehalli,1270.0,2.0,98.0,2
4572,Kodigehalli,1200.0,2.0,48.0,2
4573,Kodigehalli,655.0,1.0,53.0,1
4574,Kodigehalli,1820.0,3.0,150.0,3
4575,Kodigehalli,635.0,1.0,28.0,2
4576,Kodigehalli,1200.0,4.0,156.0,3
4577,Kodihalli,3252.0,5.0,335.0,4
4578,Kodihalli,2700.0,4.0,270.0,3
4579,Kodihalli,2392.0,4.0,260.0,3
4580,Kodihalli,2408.0,4.0,260.0,3
4581,Kodihalli,2500.0,4.0,260.0,3
4582,Kodihalli,1620.0,3.0,130.0,3
4583,Kodihalli,3260.0,5.0,388.0,4
4584,Kodihalli,3197.0,5.0,335.0,4
4585,Kodihalli,1490.0,2.0,150.0,2
4586,Kogilu,1909.0,3.0,88.0,3
4588,Kogilu,1170.0,2.0,51.99,2
4589,Kogilu,650.0,2.0,28.0,2
4590,Kogilu,1140.0,2.0,50.66,2
4591,Kogilu,1200.0,2.0,53.33,2
4592,Kogilu,1934.0,3.0,150.0,3
4593,Kogilu,540.0,1.0,36.0,1
4594,Kogilu,1559.0,3.0,127.0,3
4595,Kogilu,1190.0,2.0,50.66,2
4596,Kogilu,1140.0,2.0,50.66,2
4597,Kogilu,1559.0,3.0,120.0,3
4598,Kogilu,700.0,1.0,30.84,1
4599,Kogilu,1250.0,2.0,55.55,2
4600,Kogilu,1200.0,2.0,53.33,2
4601,Kogilu,952.0,2.0,49.0,2
4602,Kogilu,700.0,1.0,30.84,1
4603,Kogilu,1250.0,2.0,55.55,2
4604,Kogilu,2456.0,7.0,85.0,7
4605,Kogilu,1140.0,2.0,50.66,2
4606,Kogilu,1140.0,2.0,50.66,2
4607,Konanakunte,2791.0,3.0,223.0,3
4608,Konanakunte,884.0,1.0,58.0,2
4609,Konanakunte,1200.0,4.0,125.0,4
4610,Konanakunte,1200.0,2.0,130.0,4
4611,Konanakunte,2400.0,2.0,180.0,3
4612,Konanakunte,3746.0,6.0,375.0,4
4613,Konanakunte,1423.0,2.0,85.0,3
4614,Koramangala,1320.0,2.0,165.0,2
4615,Koramangala,1253.0,2.0,102.0,2
4616,Koramangala,1580.0,3.0,160.0,3
4618,Koramangala,3500.0,5.0,425.0,4
4619,Koramangala,1005.0,1.0,110.0,2
4620,Koramangala,2292.0,4.0,275.0,3
4622,Koramangala,1290.0,2.0,100.0,2
4623,Koramangala,1300.0,2.0,110.0,2
4625,Koramangala,1325.0,2.0,119.0,2
4626,Koramangala,1140.0,2.0,75.2,2
4627,Koramangala,1260.0,2.0,100.0,2
4628,Koramangala,1975.0,3.0,210.0,3
4629,Koramangala,1900.0,2.0,200.0,2
4631,Koramangala,2292.0,3.0,286.0,3
4632,Koramangala,2300.0,3.0,290.0,3
4635,Koramangala,2503.0,6.0,325.0,4
4637,Koramangala,1320.0,2.0,150.0,2
4638,Koramangala,1320.0,2.0,110.0,2
4639,Koramangala,5985.0,4.0,775.0,4
4640,Koramangala,2461.0,6.0,353.0,4
4642,Koramangala,2246.0,3.0,300.0,3
4645,Koramangala,1083.0,2.0,100.0,2
4646,Koramangala,1744.0,3.0,200.0,3
4647,Koramangala,1180.0,2.0,128.0,2
4648,Koramangala,1320.0,2.0,160.0,2
4649,Koramangala,1370.0,2.0,125.0,2
4650,Koramangala,1100.0,2.0,85.0,2
4651,Koramangala,1249.0,2.0,165.0,2
4652,Koramangala,1200.0,2.0,100.0,2
4654,Koramangala,2223.0,3.0,300.0,3
4655,Koramangala,1744.0,4.0,210.0,3
4656,Koramangala,1866.0,4.0,245.0,3
4657,Koramangala,1320.0,2.0,160.0,2
4658,Koramangala,1350.0,2.0,103.0,2
4659,Koramangala,6000.0,4.0,625.0,4
4661,Koramangala,1320.0,2.0,160.0,2
4662,Koramangala,1710.0,3.0,210.0,3
4663,Koramangala,1355.0,2.0,95.0,2
4664,Koramangala,1600.0,3.0,170.0,3
4665,Koramangala,1260.0,2.0,100.0,2
4668,Kothannur,1206.0,2.0,48.23,2
4670,Kothannur,1100.0,2.0,40.0,2
4671,Kothannur,1197.0,2.0,47.88,2
4672,Kothannur,1197.0,2.0,47.8,2
4673,Kothannur,1070.0,2.0,42.79,2
4676,Kothannur,1070.0,2.0,38.6,2
4677,Kothannur,1485.0,2.0,59.4,3
4678,Kothannur,1215.0,2.0,48.6,3
4679,Kothannur,1404.0,2.0,56.15,3
4680,Kothanur,1200.0,2.0,51.0,2
4681,Kothanur,2400.0,2.0,150.0,3
4682,Kothanur,1828.0,3.0,110.0,3
4683,Kothanur,1186.0,2.0,58.0,2
4685,Kothanur,1847.0,3.0,105.0,3
4687,Kothanur,9600.0,5.0,550.0,5
4688,Kothanur,1435.0,3.0,70.0,3
4689,Kothanur,1187.0,2.0,58.0,2
4690,Kothanur,1847.0,3.0,110.0,3
4691,Kothanur,1460.0,3.0,71.0,3
4692,Kothanur,1185.0,2.0,59.0,2
4693,Kothanur,1436.0,3.0,70.0,3
4694,Kothanur,1462.0,3.0,71.0,3
4695,Kothanur,1790.0,3.0,105.0,3
4697,Kothanur,1070.0,2.0,45.5,2
4699,Kothanur,1145.0,2.0,56.0,2
4700,Kothanur,3401.0,5.0,230.0,4
4701,Kothanur,1455.0,2.0,69.0,2
4702,Kothanur,627.0,1.0,30.0,1
4703,Kothanur,1302.0,2.0,68.5,2
4704,Kothanur,1760.0,3.0,111.0,3
4705,Kothanur,1185.0,2.0,58.0,2
4706,Kothanur,1500.0,1.0,75.0,1
4707,Kothanur,1075.0,2.0,53.0,2
4708,Kothanur,1790.0,3.0,97.0,3
4709,Kothanur,2700.0,4.0,175.0,4
4710,Kothanur,1786.0,2.0,106.0,3
4711,Kothanur,1787.0,3.0,107.0,3
4712,Kothanur,1141.0,2.0,54.0,2
4713,Kothanur,1760.0,3.0,110.0,3
4715,Kothanur,1160.0,2.0,57.0,2
4716,Kothanur,1095.0,2.0,55.0,2
4717,Kothanur,1142.0,2.0,56.0,2
4718,Kothanur,1074.0,2.0,54.0,2
4719,Kothanur,1285.0,2.0,60.0,2
4720,Kothanur,1075.0,2.0,53.0,2
4721,Kothanur,1140.0,2.0,56.0,2
4722,Kothanur,1400.0,2.0,70.0,2
4725,Kothanur,1140.0,2.0,56.0,2
4726,Kothanur,1787.0,3.0,120.0,3
4727,Kothanur,1185.0,2.0,59.0,2
4729,Kothanur,1790.0,3.0,105.0,3
4730,Kothanur,1130.0,2.0,55.0,2
4731,Kothanur,1094.0,2.0,54.0,2
4732,Kothanur,1170.0,3.0,80.0,3
4733,Kothanur,1400.0,2.0,65.0,2
4734,Kothanur,1195.0,2.0,59.0,2
4735,Kothanur,1790.0,3.0,120.0,3
4736,Kothanur,1454.0,3.0,71.5,3
4737,Kudlu,1152.0,2.0,53.5,2
4738,Kudlu,1027.0,2.0,43.0,2
4739,Kudlu,1092.0,2.0,44.0,2
4740,Kudlu,1027.0,2.0,43.0,2
4741,Kudlu,1092.0,2.0,44.0,2
4742,Kudlu,1143.0,2.0,55.0,2
4744,Kudlu,1024.0,2.0,44.0,2
4746,Kudlu,1600.0,3.0,79.0,3
4747,Kudlu,1027.0,2.0,42.0,2
4748,Kudlu,1076.0,2.0,50.0,2
4749,Kudlu,1027.0,2.0,44.0,2
4750,Kudlu,1084.0,2.0,53.0,2
4751,Kudlu,1300.0,2.0,56.0,2
4752,Kudlu,1027.0,2.0,44.0,2
4753,Kudlu,1245.0,2.0,60.0,3
4754,Kudlu,1027.0,2.0,44.0,2
4755,Kudlu,1110.0,2.0,46.0,2
4756,Kudlu,2100.0,3.0,114.0,4
4757,Kudlu,1027.0,2.0,44.0,2
4758,Kudlu,720.0,1.0,33.0,1
4759,Kudlu,1027.0,2.0,44.0,2
4760,Kudlu,1162.0,2.0,52.0,2
4761,Kudlu,1041.0,2.0,53.0,2
4762,Kudlu Gate,1535.0,3.0,83.0,3
4763,Kudlu Gate,1535.0,3.0,85.0,3
4765,Kudlu Gate,1535.0,3.0,86.0,3
4766,Kudlu Gate,1564.0,2.0,92.0,3
4768,Kudlu Gate,1238.0,2.0,55.0,2
4769,Kudlu Gate,1335.0,3.0,89.0,3
4770,Kudlu Gate,703.0,1.0,52.0,1
4771,Kudlu Gate,1535.0,3.0,86.0,3
4772,Kudlu Gate,1532.0,3.0,83.0,3
4773,Kudlu Gate,1113.0,2.0,50.0,2
4775,Kudlu Gate,1185.0,2.0,50.0,2
4779,Kudlu Gate,1215.0,2.0,45.0,2
4780,Kudlu Gate,812.0,2.0,38.25,2
4781,Kudlu Gate,1547.0,2.0,103.0,2
4782,Kudlu Gate,1336.0,2.0,86.0,2
4783,Kudlu Gate,1919.0,3.0,121.0,3
4784,Kudlu Gate,1464.0,3.0,56.0,2
4785,Kudlu Gate,1535.0,3.0,85.0,3
4786,Kudlu Gate,1850.0,3.0,120.0,3
4787,Kudlu Gate,940.0,2.0,69.57,2
4788,Kudlu Gate,1215.0,2.0,44.96,2
4789,Kudlu Gate,1164.0,2.0,75.0,2
4790,Kudlu Gate,3850.0,6.0,205.0,4
4791,Kudlu Gate,1183.0,2.0,79.54,2
4792,Kudlu Gate,1850.0,3.0,110.0,3
4794,Kudlu Gate,1183.0,2.0,79.54,2
4795,Kudlu Gate,1200.0,2.0,44.4,2
4797,Kudlu Gate,1310.0,2.0,53.0,2
4798,Kumaraswami Layout,2000.0,4.0,139.0,4
4799,Kumaraswami Layout,1000.0,2.0,48.5,2
4800,Kumaraswami Layout,1000.0,2.0,58.0,2
4801,Kumaraswami Layout,2400.0,7.0,125.0,7
4802,Kumaraswami Layout,2400.0,2.0,125.0,3
4803,Kumaraswami Layout,1310.0,2.0,70.0,3
4804,Kumaraswami Layout,850.0,1.0,78.0,1
4805,Kumaraswami Layout,3200.0,7.0,150.0,7
4806,Kumaraswami Layout,1310.0,2.0,85.0,3
4807,Kumaraswami Layout,2450.0,3.0,110.0,4
4808,Kumaraswami Layout,3100.0,7.0,145.0,7
4809,Kumaraswami Layout,1200.0,3.0,75.0,3
4810,Kumaraswami Layout,1081.0,2.0,60.0,2
4811,Kundalahalli,1724.0,3.0,125.0,3
4812,Kundalahalli,1030.0,2.0,49.0,2
4813,Kundalahalli,735.0,2.0,57.99,2
4814,Kundalahalli,1047.0,2.0,82.0,2
4815,Kundalahalli,1397.0,3.0,105.0,3
4816,Kundalahalli,1724.0,3.0,127.0,3
4817,Kundalahalli,1010.0,2.0,49.27,2
4818,Kundalahalli,1397.0,3.0,110.0,3
4819,Kundalahalli,1397.0,3.0,104.0,3
4820,Kundalahalli,1397.0,3.0,108.0,3
4821,Kundalahalli,1920.0,3.0,150.0,3
4822,Kundalahalli,1397.0,3.0,105.0,3
4824,Kundalahalli,1724.0,3.0,124.0,3
4825,Kundalahalli,1047.0,2.0,84.0,2
4826,Kundalahalli,1047.0,2.0,83.0,2
4827,Kundalahalli,7000.0,4.0,550.0,4
4829,Kundalahalli,1120.0,2.0,53.76,2
4830,Kundalahalli,1047.0,2.0,82.62,2
4831,Kundalahalli,1047.0,2.0,91.0,2
4832,Kundalahalli,1724.0,3.0,146.0,3
4833,Kundalahalli,1600.0,3.0,170.0,3
4835,Kundalahalli,1724.0,3.0,125.0,3
4836,Kundalahalli,1010.0,2.0,48.27,2
4837,Kundalahalli,1047.0,2.0,89.0,2
4838,Kundalahalli,2500.0,5.0,245.0,4
4839,Kundalahalli,1397.0,3.0,105.0,3
4841,Kundalahalli,1047.0,2.0,72.0,2
4842,Kundalahalli,1260.0,2.0,58.0,2
4843,Kundalahalli,3092.0,4.0,230.0,4
4844,Kundalahalli,1065.0,2.0,70.0,2
4845,Kundalahalli,1724.0,3.0,146.0,3
4846,Kundalahalli,1047.0,2.0,91.0,2
4847,Kundalahalli,1724.0,3.0,128.0,3
4848,Kundalahalli,1315.0,2.0,74.0,2
4849,Kundalahalli,2100.0,3.0,150.0,3
4850,Kundalahalli,1724.0,3.0,125.0,3
4851,Kundalahalli,1724.0,3.0,140.0,3
4852,Kundalahalli,1175.0,2.0,65.0,2
4854,LB Shastri Nagar,1043.0,2.0,55.0,2
4855,LB Shastri Nagar,1184.0,2.0,69.0,2
4856,LB Shastri Nagar,665.0,1.0,32.0,1
4857,LB Shastri Nagar,1250.0,2.0,48.5,2
4858,LB Shastri Nagar,1400.0,2.0,80.0,3
4859,LB Shastri Nagar,1184.0,2.0,62.0,2
4860,LB Shastri Nagar,1200.0,2.0,47.0,2
4861,LB Shastri Nagar,1200.0,2.0,75.0,2
4862,LB Shastri Nagar,1000.0,2.0,49.5,2
4863,Laggere,2800.0,5.0,125.0,5
4864,Laggere,1200.0,3.0,130.0,3
4865,Laggere,1200.0,1.0,125.0,1
4866,Laggere,1200.0,2.0,75.0,2
4867,Laggere,620.0,2.0,48.0,1
4868,Lakshminarayana Pura,1185.0,2.0,75.0,2
4869,Lakshminarayana Pura,1600.0,2.0,108.0,3
4870,Lakshminarayana Pura,1180.0,2.0,75.0,2
4871,Lakshminarayana Pura,1172.0,2.0,82.0,2
4872,Lakshminarayana Pura,1179.0,2.0,75.0,2
4873,Lakshminarayana Pura,1149.0,2.0,75.0,2
4874,Lakshminarayana Pura,1336.0,2.0,100.0,2
4875,Lakshminarayana Pura,1175.0,2.0,75.0,2
4876,Lakshminarayana Pura,1190.0,2.0,75.0,2
4877,Lakshminarayana Pura,1200.0,2.0,75.0,2
4878,Lakshminarayana Pura,1200.0,2.0,75.0,2
4879,Lakshminarayana Pura,1165.0,2.0,75.0,2
4880,Lakshminarayana Pura,1145.0,2.0,75.0,2
4881,Lakshminarayana Pura,1500.0,3.0,104.0,3
4882,Lakshminarayana Pura,1210.0,2.0,75.0,2
4883,Lakshminarayana Pura,1169.0,2.0,75.0,2
4884,Lakshminarayana Pura,1200.0,2.0,75.0,2
4885,Lakshminarayana Pura,1172.0,2.0,75.0,2
4886,Lakshminarayana Pura,1172.0,2.0,75.0,2
4887,Lakshminarayana Pura,1180.0,2.0,75.0,2
4888,Lakshminarayana Pura,1200.0,2.0,83.0,2
4889,Lakshminarayana Pura,1200.0,2.0,80.0,2
4890,Lakshminarayana Pura,1195.0,2.0,75.0,2
4891,Lakshminarayana Pura,1200.0,2.0,80.0,2
4892,Lingadheeranahalli,1521.0,3.0,95.0,3
4893,Lingadheeranahalli,1511.0,3.0,95.0,3
